,address,ageLimit,area,avg,community,decoration,district,floor,street,sum,tag,title,type,url,years
1936,金悦路68号,70年,134㎡,16791                    元/平,银亿海悦花苑,精装修,镇海,高层/共11层,骆驼,225万,"['05-12', '0人已浏览']",中间好楼层基本全新精装，领包直接入住，小区人车分流，居住安静,3室2厅2卫,http://nb.58.com/ershoufang/34054973126203x.shtml,2012年建
1937,永平西路318号,70年,105㎡,16380                    元/平,保亿风景御园,毛坯,镇海,中层/共14层,骆驼,172万,"['05-01', '0人已浏览']",镇海新城中心 风景御园 全新白坯带车位 房东诚心出售,3室2厅2卫,http://nb.58.com/ershoufang/33609650824527x.shtml,2017年建
1938,永平西路555号,70年,95㎡,17684                    元/平,保利城2期,毛坯,镇海,高层/共18层,骆驼,168万,"['满二唯一', '04-23', '0人已浏览']",保利城二期 95平方 全新毛坯 高层 168万,3室2厅1卫,http://nb.58.com/ershoufang/33817514628021x.shtml,2016年建
1939,永平西路333号,70年,138㎡,15797                    元/平,保利城3期,毛坯,镇海,低层/共25层,骆驼,218万,"['满二唯一', '05-09', '0人已浏览']",保利城3期 东首 有营业税 看房方便 138平218万,3室2厅2卫,http://nb.58.com/ershoufang/34029548229429x.shtml,2016年建
1940,骆兴西路304号,70年,124.52㎡,13491                    元/平,华丰星城,精装修,镇海,低层/共6层,骆驼,168万,"['满两年', '05-09', '0人已浏览']",华丰星城124.52平方米精装修168万元,3室2厅2卫,http://nb.58.com/ershoufang/34029478720578x.shtml,2006年建
1941,骆兴西路678号,70年,135㎡,14000                    元/平,东邑锦苑,简单装修,镇海,高层/共18层,骆驼,189万,"['满两年', '05-09', '0人已浏览']",东邑锦苑135平方米189万元,3室2厅2卫,http://nb.58.com/ershoufang/34026795779380x.shtml,2016年建
1942,"永茂西路,近望海南路",70年,136㎡,18235                    元/平,吾悦广场二期,毛坯,镇海,中层/共15层,骆驼,248万,"['满两年', '05-09', '0人已浏览']",吾悦二期136平南北通透好楼层248万,3室2厅2卫,http://nb.58.com/ershoufang/34025865889071x.shtml,2016年建
1943,骆西路1号,40年,50㎡,9000                    元/平,利时爱丁堡,毛坯,镇海,低层/共17层,骆驼,45万,"['满两年', '05-08', '0人已浏览']",开发商现推出利时爱丁堡特价房源复试地铁口现房,2室2厅1卫,http://nb.58.com/ershoufang/34017508025278x.shtml,2015年建
1944,金华北路238号,70年,96㎡,14062                    元/平,金邑水岸,精装修,镇海,高层/共6层,骆驼,135万,"['满五年', '04-21', '0人已浏览']",诚售，小面积房源不多了，还没买好的老板尽快下手啦！！！,3室2厅1卫,http://nb.58.com/ershoufang/33486707994551x.shtml,2008年建
1945,下徐路77号,70年,124㎡,9919                    元/平,九龙家苑二期,精装修,镇海,高层/共11层,骆驼,123万,"['满两年', '05-08', '0人已浏览']",九龙家苑二期全新精装未入住 视野非常好 房东诚心出售 随时过,3室2厅2卫,http://nb.58.com/ershoufang/34015229593287x.shtml,2016年建
1946,慈海北路47号,70年,98㎡,12755                    元/平,红星国际广场,毛坯,镇海,低层/共33层,骆驼,125万,"['唯一住房', '04-27', '0人已浏览']",红星国际广场 白坯 随心装修 好楼层 好位置 有钥匙看房方,3室2厅2卫,http://nb.58.com/ershoufang/33540441007296x.shtml,2017年建
1947,御水路,70年,110㎡,11363                    元/平,恒大山水城,豪华装修,镇海,高层/共17层,骆驼,125万,"['满五唯一', '05-04', '0人已浏览']",恒大山水城豪装送全新家具家电 看房动起来了,3室2厅2卫,http://nb.58.com/ershoufang/33971323699627x.shtml,2015年建
1948,骆西路1号,40年,74㎡,9864                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,73万,"['满二唯一', '新上房源', '20小时前', '0人已浏览']",真正的幸福时代 买74得148平 骆驼中心地铁现房公寓,2室2厅1卫,http://nb.58.com/ershoufang/34118494502336x.shtml,2017年建
1949,永平西路777号,70年,139㎡,18417                    元/平,保利城1期,豪华装修,镇海,中层/共18层,骆驼,256万,"['满二唯一', '05-13', '0人已浏览']",保利城，吾悦广场旁，房主搬家诚心出售，看房方便随时恭候！,3室2厅2卫,http://nb.58.com/ershoufang/33882347573941x.shtml,2015年建
1950,骆西路1号,40年,70㎡,9000                    元/平,利时爱丁堡,毛坯,镇海,中层/共17层,骆驼,63万,"['满二唯一', '05-09', '0人已浏览']",90平的可以做7个房间，租金高，总价低，就几套,2室2厅1卫,http://nb.58.com/ershoufang/34029007286088x.shtml,2018年建
1951,慈海南路557号,40年,40㎡,10750                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,43万,"['满二唯一', '05-08', '0人已浏览']",骆驼精装公寓月月收租，以租养贷，包租包管理汇报率7点左右,1室1厅1卫,http://nb.58.com/ershoufang/34017572386871x.shtml,2017年建
1952,慈海南路,40年,55㎡,8727                    元/平,万宝公馆,精装修,镇海,中层/共10层,骆驼,48万,"['满两年', '05-06', '0人已浏览']",镇海骆驼三号线旁精装修公寓35144平 配套齐全拎包入住,1室1厅1卫,http://nb.58.com/ershoufang/33995654021326x.shtml,2016年建
1953,慈海北路47号,70年,89㎡,14044                    元/平,红星国际广场,毛坯,镇海,高层/共33层,骆驼,125万,"['唯一住房', '04-28', '0人已浏览']",红星地铁口 89平 125万 仅此一套,3室2厅1卫,http://nb.58.com/ershoufang/33905062540728x.shtml,2013年建
1954,御水路,70年,130㎡,10000                    元/平,恒大山水城,精装修,镇海,中层/共18层,骆驼,130万,"['05-14', '0人已浏览']",恒大山水城130平方130万，交付装修,3室2厅2卫,http://nb.58.com/ershoufang/34085228883787x.shtml,2016年建
1955,河角路29号,70年,92㎡,15217                    元/平,景城花苑,毛坯,镇海,高层/共18层,骆驼,140万,"['满两年', '05-03', '0人已浏览']",房东要求一次性，南北通，学校好，三个房间，户型方正。新城地段,3室2厅1卫,http://nb.58.com/ershoufang/33959812719568x.shtml,2014年建
1956,通园北路199号,70年,98㎡,13265                    元/平,小骆花园,精装修,镇海,中层/共11层,骆驼,130万,"['满两年', '04-19', '0人已浏览']",小骆花园98平方精装修130万,3室2厅1卫,http://nb.58.com/ershoufang/33808929801534x.shtml,2013年建
1957,金华北路238号,70年,192㎡,13177                    元/平,金邑水岸,精装修,镇海,高层/共9层,骆驼,253万,"['满两年', '05-15', '0人已浏览']",金邑水岸192平方精装253万急抛了，拎包入住,4室2厅2卫,http://nb.58.com/ershoufang/34093090402241x.shtml,2008年建
1958,金悦路67号,70年,120㎡,12916                    元/平,金邑华庭,毛坯,镇海,中层/共17层,骆驼,155万,"['满五唯一', '05-12', '0人已浏览']",金邑华庭 3房2厅 120平155万 炒鸡划算 三天必卖,3室2厅1卫,http://nb.58.com/ershoufang/34063262993961x.shtml,2012年建
1959,三五路396号,70年,79㎡,18354                    元/平,银亿海尚广场,精装修,镇海,高层/共17层,骆驼,145万,"['满五唯一', '05-12', '0人已浏览']",海尚广场 2室2厅 145万送20万装修 随时看房,2室2厅1卫,http://nb.58.com/ershoufang/34062908758075x.shtml,2015年建
1960,骆兴西路304号,70年,67㎡,16417                    元/平,华丰星城,精装修,镇海,高层/共6层,骆驼,110万,"['满两年', '05-15', '0人已浏览']",华丰星辰小平方，67平，110万，很难得的一套房子,2室1厅1卫,http://nb.58.com/ershoufang/34059181420206x.shtml,2015年建
1961,金悦路67号,70年,120㎡,11000                    元/平,金邑华庭,毛坯,镇海,中层/共17层,骆驼,132万,"['05-05', '0人已浏览']",镇海区骆驼金邑华庭120平楼层随时看房,3室2厅1卫,http://nb.58.com/ershoufang/33753129509571x.shtml,2013年建
1962,慈海北路,70年,115㎡,14782                    元/平,碧水莲晴三期,精装修,镇海,低层/共18层,骆驼,170万,"['满二唯一', '05-08', '0人已浏览']",碧水莲晴3期3房 精装 170万 送大车棚 升/值空间大,3室2厅1卫,http://nb.58.com/ershoufang/33787216991806x.shtml,2013年建
1963,慈海南路,70年,127㎡,13858                    元/平,盛世华庭,毛坯,镇海,低层/共18层,骆驼,176万,"['满两年', '05-11', '0人已浏览']",盛世华庭 三室 127平 176万 简装,3室2厅1卫,http://nb.58.com/ershoufang/34048916433996x.shtml,2016年建
1964,镇海大道,70年,123㎡,15447                    元/平,华晨雅苑,精装修,镇海,中层/共18层,骆驼,190万,"['05-03', '0人已浏览']",华晨雅苑黄金楼层东首边123平价精装，190万即可拎包入住,3室2厅2卫,http://nb.58.com/ershoufang/31947597055565x.shtml,2012年建
1965,永平西路318号,70年,128㎡,20312                    元/平,保亿风景御园,豪华装修,镇海,中层/共12层,骆驼,260万,"['05-04', '0人已浏览']",风景御园中间楼层128平豪装260万全新未入住。,4室2厅2卫,http://nb.58.com/ershoufang/33233679170748x.shtml,2016年建
1966,慈海南路557号,40年,40㎡,12000                    元/平,上城印象,豪华装修,镇海,高层/共21层,骆驼,48万,"['05-08', '0人已浏览']",真正拎包入住，真正精装修！8年全托管,1室1厅1卫,http://nb.58.com/ershoufang/34014516466373x.shtml,2016年建
1967,永平西路318号,70年,98㎡,19897                    元/平,保亿风景御园,毛坯,镇海,低层/共18层,骆驼,195万,"['05-07', '0人已浏览']",风景御园 房 98平 带车位195万,3室1厅2卫,http://nb.58.com/ershoufang/33899671360332x.shtml,2014年建
1968,镇骆西路,40年,60㎡,8333                    元/平,镇海利时广场,精装修,镇海,低层/共9层,骆驼,50万,"['满二唯一', '04-24', '0人已浏览']",{火爆楼层}镇海欢乐颂视野无敌，总价低，,2室1厅1卫,http://nb.58.com/ershoufang/33842607905842x.shtml,2017年建
1969,骆西路1号,40年,50㎡,11000                    元/平,利时爱丁堡,毛坯,镇海,共4层,骆驼,55万,"['满两年', '05-11', '0人已浏览']",没错过这份爱情 买一.层享两层幸福时代,2室2厅2卫,http://nb.58.com/ershoufang/34051983960128x.shtml,2015年建
1970,骆兴西路678号,70年,77㎡,15584                    元/平,东邑锦苑,毛坯,镇海,中层/共18层,骆驼,120万,"['满五唯一', '05-11', '0人已浏览']",东邑锦苑77.4平120万好房机会难得 房东诚心,2室2厅1卫,http://nb.58.com/ershoufang/34053729749691x.shtml,2016年建
1971,镇骆西路,40年,72㎡,10138                    元/平,镇海利时广场,精装修,镇海,中层/共17层,骆驼,73万,"['满五唯一', '05-10', '0人已浏览']",骆驼利时广场 复式现房 挑高5.4m 开发商特惠出售,3室2厅2卫,http://nb.58.com/ershoufang/34040794456883x.shtml,2014年建
1972,九龙大道,70年,85㎡,8705                    元/平,九龙家苑四期,毛坯,镇海,中层/共11层,骆驼,74万,"['满二唯一', '05-10', '0人已浏览']",九龙家苑四期纯毛坯2室2厅1卫74万诚心出售,2室2厅1卫,http://nb.58.com/ershoufang/34039866616006x.shtml,2017年建
1973,永平西路318号,70年,98㎡,16836                    元/平,保亿风景御园,毛坯,镇海,中层/共11层,骆驼,165万,"['05-07', '0人已浏览']",风景御园 98平方 165万 3房2厅2卫,3室2厅2卫,http://nb.58.com/ershoufang/34006972322116x.shtml,2016年建
1974,御水路,70年,114㎡,9649                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,110万,"['满五年', '新上房源', '1天前', '0人已浏览']",九龙家苑，精装修，送车位，无营业税,3室2厅2卫,http://nb.58.com/ershoufang/34116711302833x.shtml,2012年建
1975,九龙大道,70年,118㎡,8305                    元/平,九龙家苑四期,毛坯,镇海,高层/共11层,骆驼,98万,"['05-15', '0人已浏览']",九龙家苑四期三室二厅一卫毛坯楼层好中庭位置无营业税,3室2厅2卫,http://nb.58.com/ershoufang/33456291435073x.shtml,2017年建
1976,骆兴西路588号,70年,92㎡,17934                    元/平,保亿丽景英郡,精装修,镇海,高层/共18层,骆驼,165万,"['满两年', '05-09', '0人已浏览']",保亿丽景英郡豪华装修拎包入住,3室2厅1卫,http://nb.58.com/ershoufang/34031885005490x.shtml,2013年建
1977,御水路,70年,110㎡,11818                    元/平,恒大山水城,精装修,镇海,中层/共18层,骆驼,130万,"['新上房源', '1天前', '0人已浏览']",恒大山水城 天然氧吧 精装修 看了肯定喜欢的爱巢,3室2厅2卫,http://nb.58.com/ershoufang/34115588019380x.shtml,2016年建
1978,骆兴西路304号,70年,124.52㎡,13491                    元/平,华丰星城,精装修,镇海,低层/共6层,骆驼,168万,"['04-27', '0人已浏览']",华丰星城二楼124平方精装修卖168万,3室2厅2卫,http://nb.58.com/ershoufang/33664605983177x.shtml,2005年建
1979,御水路,70年,114㎡,9649                    元/平,九龙家苑一期,精装修,镇海,中层/共6层,骆驼,110万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",九龙家园1期 精装3房 家具家电全送 有产证无税 看房方便,3室2厅1卫,http://nb.58.com/ershoufang/34103557784381x.shtml,2010年建
1980,金悦路68号,70年,134㎡,13805                    元/平,银亿海悦花苑,精装修,镇海,低层/共11层,骆驼,185万,"['04-27', '0人已浏览']",海悦花苑134平185万，随时看房,3室2厅2卫,http://nb.58.com/ershoufang/33675691993157x.shtml,2013年建
1981,骆兴西路588号,70年,92㎡,17934                    元/平,保亿丽景英郡,精装修,镇海,高层/共18层,骆驼,165万,"['04-29', '0人已浏览']",丽景英郡92平，三房，黄金楼层,3室2厅1卫,http://nb.58.com/ershoufang/33920225126953x.shtml,2013年建
1982,骆兴西路678号,70年,74㎡,15405                    元/平,东邑锦苑,毛坯,镇海,低层/共18层,骆驼,114万,"['满两年', '05-05', '0人已浏览']",东邑锦苑74平 小户型纯毛坯114万。看房随时方便,2室2厅1卫,http://nb.58.com/ershoufang/33982190276276x.shtml,2015年建
1983,"永茂西路,近望海南路",70年,127㎡,16929                    元/平,吾悦广场二期,毛坯,镇海,高层/共19层,骆驼,215万,"['04-20', '0人已浏览']",吾悦二期三房通透127全新毛坯215万,3室2厅2卫,http://nb.58.com/ershoufang/33816219931709x.shtml,2016年建
1984,慈海北路,70年,77㎡,16233                    元/平,碧水莲晴三期,精装修,镇海,中层/共11层,骆驼,125万,"['满两年', '04-24', '0人已浏览']",碧水莲晴 77平家装2室2厅1卫 户型好 南北通透,2室2厅1卫,http://nb.58.com/ershoufang/33862816057390x.shtml,2012年建
1985,金悦路67号,70年,120.8㎡,12582                    元/平,金邑华庭,毛坯,镇海,中层/共15层,骆驼,152万,"['满二唯一', '05-14', '0人已浏览']",单价1.2万（东首）楼层好丿采光一丿流,3室2厅1卫,http://nb.58.com/ershoufang/34081155128012x.shtml,2013年建
1986,慈海南路557号,40年,75㎡,9066                    元/平,上城印象,毛坯,镇海,中层/共17层,骆驼,68万,"['满二唯一', '新上房源', '1天前', '0人已浏览']",利时广场上，低总价，实景现房，拎包入住,3室1厅2卫,http://nb.58.com/ershoufang/34106766185538x.shtml,2018年建
1987,永平西路318号,70年,128㎡,19531                    元/平,保亿风景御园,豪华装修,镇海,低层/共11层,骆驼,250万,"['满两年', '04-22', '0人已浏览']",风景御园三室二厅二卫，豪华装修，拎包入住，南北通透随时可以看,3室2厅2卫,http://nb.58.com/ershoufang/33611306117557x.shtml,2016年建
1988,永平西路777号,70年,138㎡,17391                    元/平,保利城1期,毛坯,镇海,中层/共18层,骆驼,240万,"['满两年', '04-20', '0人已浏览']",保利1期三室两厅两卫，南北通透，位置佳，随时可以看房,3室2厅2卫,http://nb.58.com/ershoufang/33760953936720x.shtml,2015年建
1989,慈海南路,70年,50㎡,14400                    元/平,万宝公馆,豪华装修,镇海,中层/共28层,骆驼,72万,"['05-14', '0人已浏览']",万宝公馆单身公寓，豪华装修，拎包入住，随时可以看房,1室1厅1卫,http://nb.58.com/ershoufang/34081455387586x.shtml,2014年建
1990,通园北路199号,70年,132㎡,13030                    元/平,小骆花园,精装修,镇海,低层/共6层,骆驼,172万,"['满两年', '05-07', '0人已浏览']",小骆花园132平方多层精装修送车位售172万了,3室2厅2卫,http://nb.58.com/ershoufang/33232984150841x.shtml,2010年建
1991,金华北路238号,70年,180㎡,13000                    元/平,金邑水岸,精装修,镇海,高层/共9层,骆驼,234万,"['满两年', '05-02', '0人已浏览']",金邑水岸小高层顶加阁117+63平方精装修急售234万了,4室2厅2卫,http://nb.58.com/ershoufang/33949334175039x.shtml,2007年建
1992,慈海南路,70年,113㎡,14601                    元/平,盛世华庭,简单装修,镇海,中层/共18层,骆驼,165万,"['唯一住房', '05-06', '0人已浏览']",盛世华庭7楼113平方165万简单装修南北通透采光好,3室2厅1卫,http://nb.58.com/ershoufang/33993870613557x.shtml,2013年建
1993,三五北路,70年,177㎡,11751                    元/平,骆城芳洲,毛坯,镇海,低层/共15层,骆驼,208万,"['满两年', '04-28', '0人已浏览']",骆城芳洲177平方全新毛坯房，房东诚意出售，欢迎随时来电看房,4室2厅2卫,http://nb.58.com/ershoufang/33664037325998x.shtml,2012年建
1994,慈海南路,70年,136㎡,14264                    元/平,盛世华庭,精装修,镇海,中层/共26层,骆驼,194万,"['满两年', '05-05', '0人已浏览']",地铁旁 盛世华庭 136平一步到位 好楼层 精装保养好,4室3厅2卫,http://nb.58.com/ershoufang/33983709600203x.shtml,2016年建
1995,"镇海大道,慈海南路",70年,147㎡,13265                    元/平,绿城桂花园,精装修,镇海,低层/共9层,骆驼,195万,"['满五年', '04-29', '0人已浏览']",绿城桂花园精装送家电拎包入住,3室2厅2卫,http://nb.58.com/ershoufang/32792362809531x.shtml,2010年建
1996,骆西路1号,40年,92㎡,11630                    元/平,利时爱丁堡,精装修,镇海,高层/共17层,骆驼,107万,"['满五唯一', '新上房源', '1天前', '0人已浏览']",镇海新城爱丁堡新福时代5米4稀 缺层高7房复式LOFT,7室1厅7卫,http://nb.58.com/ershoufang/34108610731213x.shtml,2018年建
1997,永平西路777号,70年,105㎡,16190                    元/平,保利城1期,毛坯,镇海,低层/共18层,骆驼,170万,"['满两年', '05-06', '0人已浏览']",镇海新城 保利城 105平三房 南北通透 边套采光佳 房东诚,3室2厅1卫,http://nb.58.com/ershoufang/33773193727023x.shtml,2012年建
1998,慈海南路557号,40年,60㎡,8333                    元/平,上城印象,精装修,镇海,中层/共21层,骆驼,50万,"['满二唯一', '05-06', '0人已浏览']",好地段！家门口的地铁！3万方商业配套！轻轻松松两室一厅！,2室1厅1卫,http://nb.58.com/ershoufang/33500178513095x.shtml,2016年建
1999,骆西路1号,40年,74㎡,9054                    元/平,利时爱丁堡,毛坯,镇海,低层/共17层,骆驼,67万,"['满两年', '新上房源', '2天前', '0人已浏览']",利时广场精装修复式现房，地铁口出行方便，周边配套完善,3室3厅3卫,http://nb.58.com/ershoufang/34104388019772x.shtml,2015年建
2000,骆西路1号,40年,74㎡,9189                    元/平,利时爱丁堡,毛坯,镇海,低层/共17层,骆驼,68万,"['满两年', '新上房源', '2天前', '0人已浏览']",利时广场精装修复式现房，买一 层得两层，地铁口周边配套完善,3室2厅2卫,http://nb.58.com/ershoufang/34104468276269x.shtml,2015年建
2001,骆西路1号,40年,55㎡,9500                    元/平,利时爱丁堡,简单装修,镇海,高层/共17层,骆驼,52.25万,"['满二唯一', '05-09', '0人已浏览']",售楼处特价利时爱丁堡平层复式交付现房 配套成熟 总价低,2室2厅1卫,http://nb.58.com/ershoufang/34026512769197x.shtml,2015年建
2002,金悦路68号,70年,92㎡,15108                    元/平,银亿海悦花苑,毛坯,镇海,中层/共15层,骆驼,139万,"['04-25', '0人已浏览']",银亿海悦花苑，139万，92平米。,2室2厅1卫,http://nb.58.com/ershoufang/33873237016656x.shtml,2015年建
2003,慈海南路557号,40年,60㎡,8000                    元/平,上城印象,精装修,镇海,高层/共21层,骆驼,48万,"['05-06', '0人已浏览']",新盘首开秒杀价商业广场旁精装小户型低总价租金抵月供,1室1厅1卫,http://nb.58.com/ershoufang/33209237260979x.shtml,2017年建
2004,"永茂西路,近望海南路",70年,116.24㎡,17205                    元/平,吾悦广场一期,毛坯,镇海,中层/共20层,骆驼,200万,"['新上房源', '2天前', '0人已浏览']",吾悦广场一期116.24平白坯200万，钻石楼层，自住优选,3室2厅2卫,http://nb.58.com/ershoufang/34104535735497x.shtml,2016年建
2005,通园北路199号,70年,89㎡,14044                    元/平,小骆花园,精装修,镇海,中层/共13层,骆驼,125万,"['满两年', '05-05', '0人已浏览']",小骆花园89平方精装修125万房东急售,3室2厅1卫,http://nb.58.com/ershoufang/33707013720380x.shtml,2006年建
2006,骆西路1号,40年,51㎡,10980                    元/平,利时爱丁堡,毛坯,镇海,高层/共17层,骆驼,56万,"['满二唯一', '05-09', '0人已浏览']",镇海新城爱丁堡幸福时代5米4层高稀 缺复式LOFT配套齐全,2室2厅1卫,http://nb.58.com/ershoufang/34029072018610x.shtml,2015年建
2007,骆西路1号,40年,51㎡,10784                    元/平,利时爱丁堡,毛坯,镇海,低层/共17层,骆驼,55万,"['满二唯一', '05-08', '0人已浏览']",镇海利时幸福时代地铁口稀 缺5米4层高LOFT开售,2室1厅1卫,http://nb.58.com/ershoufang/34017466781640x.shtml,2015年建
2008,三五路396号,70年,79㎡,15822                    元/平,银亿海尚广场,简单装修,镇海,高层/共18层,骆驼,125万,"['满二唯一', '05-15', '0人已浏览']",海尚广场，79平，带装修，总价低，楼层好,2室2厅1卫,http://nb.58.com/ershoufang/34074546774719x.shtml,2015年建
2009,通园北路199号,70年,125㎡,9440                    元/平,小骆花园,毛坯,镇海,中层/共12层,骆驼,118万,"['满五年', '05-04', '0人已浏览']",小骆花园便宜房子来了，机不可失哦，随时看房，机会难得。,3室2厅2卫,http://nb.58.com/ershoufang/32655051147311x.shtml,2008年建
2010,"骆兴西路,近西大河北路",70年,95㎡,13473                    元/平,骆兴家园一期,精装修,镇海,中层/共6层,骆驼,128万,"['满两年', '04-22', '0人已浏览']",骆兴家园 多层住宅 中间位置 精装修 拎包入住 交通便利,2室2厅1卫,http://nb.58.com/ershoufang/32822841130409x.shtml,2010年建
2011,永平西路318号,70年,88㎡,17613                    元/平,保亿风景御园,精装修,镇海,高层/共18层,骆驼,155万,"['04-26', '0人已浏览']",风景御园 88平方精装 155万 拎包入住,2室2厅1卫,http://nb.58.com/ershoufang/33398775969074x.shtml,2015年建
2012,永平西路777号,70年,170㎡,22941                    元/平,保利城1期,毛坯,镇海,共4层,骆驼,390万,"['05-10', '0人已浏览']",保利城 3+4+顶楼5室2厅3卫 170毛坯位置好390万,5室2厅3卫,http://nb.58.com/ershoufang/29892452903853x.shtml,2016年建
2013,"镇海大道,慈海南路",70年,103㎡,14757                    元/平,绿城桂花园,精装修,镇海,共5层,骆驼,152万,"['04-23', '0人已浏览']",绿城桂花园103平精装2室2厅1卫家电全送诚心卖152万,2室2厅1卫,http://nb.58.com/ershoufang/33335441743951x.shtml,2008年建
2014,永平西路555号,70年,136㎡,21323                    元/平,保利城2期,豪华装修,镇海,高层/共18层,骆驼,290万,"['满两年', '04-24', '0人已浏览']",保利2期楼层好，豪装40万家具店车位全送，视野好采光优,3室2厅2卫,http://nb.58.com/ershoufang/33607454961203x.shtml,2015年建
2015,骆兴西路588号,70年,88㎡,16477                    元/平,保亿丽景英郡,精装修,镇海,中层/共18层,骆驼,145万,"['满两年', '04-23', '0人已浏览']",丽景英郡 精装 稀 缺户型 三天必卖 赶紧约起来 手慢无,3室2厅1卫,http://nb.58.com/ershoufang/33852388728242x.shtml,2012年建
2016,御水路,70年,82.75㎡,12084                    元/平,恒大山水城,精装修,镇海,高层/共18层,骆驼,100万,"['05-08', '0人已浏览']",恒大山水城82.75平精装一口价100万，位置好，家具家电齐,2室2厅1卫,http://nb.58.com/ershoufang/34017677863495x.shtml,2016年建
2017,金悦路68号,70年,90.69㎡,17421                    元/平,银亿海悦花苑,精装修,镇海,中层/共18层,骆驼,158万,"['满两年', '04-26', '0人已浏览']",海悦花苑边套90.69平精装送车位，送家具家电，拎包入住,3室2厅1卫,http://nb.58.com/ershoufang/33882372547249x.shtml,2013年建
2018,永平西路555号,70年,138㎡,18260                    元/平,保利城2期,豪华装修,镇海,中层/共20层,骆驼,252万,"['满二唯一', '05-14', '0人已浏览']",保利城 豪华装修 只卖毛胚的价格 好房新推出,3室2厅2卫,http://nb.58.com/ershoufang/34085468571725x.shtml,2015年建
2019,金悦路68号,70年,134㎡,15671                    元/平,银亿海悦花苑,精装修,镇海,中层/共18层,骆驼,210万,"['满两年', '05-14', '0人已浏览']",海悦花苑134平，仅售210万，超大三房，精装修,3室2厅2卫,http://nb.58.com/ershoufang/34082316913479x.shtml,2011年建
2020,永平西路318号,70年,101㎡,15841                    元/平,保亿风景御园,毛坯,镇海,低层/共18层,骆驼,160万,"['满两年', '05-13', '0人已浏览']",风景御园低层101平售价160万，带小花园，赠送阳台面积,3室1厅1卫,http://nb.58.com/ershoufang/34076521352773x.shtml,2016年建
2021,骆兴西路678号,70年,122㎡,14754                    元/平,东邑锦苑,毛坯,镇海,中层/共14层,骆驼,180万,"['04-27', '0人已浏览']",东邑景苑122平方无税急抛180万不容错过,3室2厅2卫,http://nb.58.com/ershoufang/33894307202606x.shtml,2014年建
2022,三五北路,70年,87㎡,17241                    元/平,骆城芳洲,豪华装修,镇海,低层/共18层,骆驼,150万,"['05-09', '0人已浏览']",骆城芳洲87平方豪装150万送车库车棚，快来抢！,2室2厅1卫,http://nb.58.com/ershoufang/34026380657587x.shtml,2013年建
2023,金悦路68号,40年,56.98㎡,14391                    元/平,银亿海悦花苑,毛坯,镇海,共2层,骆驼,82万,"['满两年', '04-14', '0人已浏览']",海悦底商的商铺，房东急卖，价格可谈，适合各种生意,1室1厅1卫,http://nb.58.com/ershoufang/33310574706872x.shtml,2010年建
2024,三五路396号,70年,79㎡,16075                    元/平,银亿海尚广场,精装修,镇海,高层/共16层,骆驼,127万,"['满两年', '05-13', '0人已浏览']",海尚广场79平，精装修，楼层好，采光佳，室内精装,2室2厅1卫,http://nb.58.com/ershoufang/34074522804911x.shtml,2014年建
2025,永平西路777号,70年,138㎡,15942                    元/平,保利城1期,简单装修,镇海,高层/共18层,骆驼,220万,"['05-13', '0人已浏览']",保利城 138平 底价220万 简装 房东急售 高层毛坯,3室2厅2卫,http://nb.58.com/ershoufang/34073089797172x.shtml,2016年建
2026,"永茂西路,近望海南路",70年,138㎡,16666                    元/平,吾悦广场一期,毛坯,镇海,中层/共19层,骆驼,230万,"['满两年', '05-09', '0人已浏览']",吾悦广场一期138平毛坯房产证已做出边套双阳台售价230万,4室2厅2卫,http://nb.58.com/ershoufang/34026753382836x.shtml,2015年建
2027,三五路70弄,70年,96㎡,15104                    元/平,孝思房小区,精装修,镇海,中层/共6层,骆驼,145万,"['满二唯一', '05-12', '0人已浏览']",骆驼中心小学对面3房精装96平 看房方便,3室2厅1卫,http://nb.58.com/ershoufang/34014902915012x.shtml,2008年建
2028,永平西路333号,70年,136㎡,15808                    元/平,保利城3期,毛坯,镇海,低层/共18层,骆驼,215万,"['满两年', '05-11', '0人已浏览']",保利城136平方米210万元,3室2厅2卫,http://nb.58.com/ershoufang/33633463444154x.shtml,2015年建
2029,永平西路318号,70年,98㎡,16632                    元/平,保亿风景御园,毛坯,镇海,中层/共11层,骆驼,163万,"['04-11', '0人已浏览']",保亿风景御园 全小区 的位置 此价格带车位 手慢无,3室2厅2卫,http://nb.58.com/ershoufang/33717679824590x.shtml,2017年建
2030,永平西路333号,70年,113㎡,17699                    元/平,保利城3期,毛坯,镇海,高层/共18层,骆驼,200万,"['04-18', '0人已浏览']",保利城三期 全新白坯 带产权车位 钥匙在手 随时看房,3室2厅1卫,http://nb.58.com/ershoufang/33797242319555x.shtml,2016年建
2031,"永茂西路,近望海南路",70年,135㎡,15555                    元/平,吾悦广场二期,毛坯,镇海,高层/共20层,骆驼,210万,"['唯一住房', '04-20', '0人已浏览']",吾悦广场二期 135平方 全新毛坯 高层 210万,4室2厅2卫,http://nb.58.com/ershoufang/33817214561976x.shtml,2010年建
